 spec_symbol , wgt , Genus , species , Taxa 
 PE , 22 , Peromyscus , eremicus , Rodent 
 DO , 54 , Dipodomys , ordii , Rodent 
 OL , 40 , Onychomys , leucogaster , Rodent 
 PP , 15 , Chaetodipus , penicillatus , Rodent 
 PP , 17 , Chaetodipus , penicillatus , Rodent 
 DM , 49 , Dipodomys , merriami , Rodent 
 DO , 43 , Dipodomys , ordii , Rodent 
 NA , 175 , Neotoma , albigula , Rodent 
 PP , 14 , Chaetodipus , penicillatus , Rodent 
 PF , 9 , Perognathus , flavus , Rodent 
 PP , 19 , Chaetodipus , penicillatus , Rodent 
 PP , 20 , Chaetodipus , penicillatus , Rodent 
 RM , 14 , Reithrodontomys , megalotis , Rodent 
 PP , 18 , Chaetodipus , penicillatus , Rodent 
 DO , 55 , Dipodomys , ordii , Rodent 
 PP , 21 , Chaetodipus , penicillatus , Rodent 
 SO , 15 , Sigmodon , ochrognathus , Rodent 
 PP , 18 , Chaetodipus , penicillatus , Rodent 
 DO , 42 , Dipodomys , ordii , Rodent 
 PP , 17 , Chaetodipus , penicillatus , Rodent 
 PP , 18 , Chaetodipus , penicillatus , Rodent 
 PP , 17 , Chaetodipus , penicillatus , Rodent 
 DM , 50 , Dipodomys , merriami , Rodent 
 DM , 28 , Dipodomys , merriami , Rodent 
 PP , 18 , Chaetodipus , penicillatus , Rodent 
 DS , 112 , Dipodomys , spectabilis , Rodent 
 DM , 44 , Dipodomys , merriami , Rodent 
 PF , 11 , Perognathus , flavus , Rodent 
 RM , 17 , Reithrodontomys , megalotis , Rodent 
 PP , 14 , Chaetodipus , penicillatus , Rodent 
 DM , 42 , Dipodomys , merriami , Rodent 
 OL , 20 , Onychomys , leucogaster , Rodent 
 OL , 24 , Onychomys , leucogaster , Rodent 
 DO , 44 , Dipodomys , ordii , Rodent 
 PP , 12 , Chaetodipus , penicillatus , Rodent 
 PF , 10 , Perognathus , flavus , Rodent 
 DM , 46 , Dipodomys , merriami , Rodent 
 PP , 18 , Chaetodipus , penicillatus , Rodent 
 OL , 23 , Onychomys , leucogaster , Rodent 
 DS , 125 , Dipodomys , spectabilis , Rodent 
 DO , 52 , Dipodomys , ordii , Rodent 
 PF , 10 , Perognathus , flavus , Rodent 
 DM , 40 , Dipodomys , merriami , Rodent 
 DM , 44 , Dipodomys , merriami , Rodent 
 PP , 20 , Chaetodipus , penicillatus , Rodent 
 PP , 17 , Chaetodipus , penicillatus , Rodent 
 PP , 13 , Chaetodipus , penicillatus , Rodent 
 RM , 13 , Reithrodontomys , megalotis , Rodent 
 DM , 46 , Dipodomys , merriami , Rodent 
 DM , 37 , Dipodomys , merriami , Rodent 
 PP , 22 , Chaetodipus , penicillatus , Rodent 
 OL , 37 , Onychomys , leucogaster , Rodent 
 DM , 45 , Dipodomys , merriami , Rodent 
 OT , 19 , Onychomys , torridus , Rodent 
 DM , 34 , Dipodomys , merriami , Rodent 
 PP , 12 , Chaetodipus , penicillatus , Rodent 
 DM , 40 , Dipodomys , merriami , Rodent 
 DM , 43 , Dipodomys , merriami , Rodent 
 PP , 13 , Chaetodipus , penicillatus , Rodent 
 PP , 18 , Chaetodipus , penicillatus , Rodent 
 DM , 53 , Dipodomys , merriami , Rodent 
 DM , 46 , Dipodomys , merriami , Rodent 
 DM , 19 , Dipodomys , merriami , Rodent 
 DM , 41 , Dipodomys , merriami , Rodent 
 OT , 31 , Onychomys , torridus , Rodent 
 PP , 17 , Chaetodipus , penicillatus , Rodent 
 PP , 18 , Chaetodipus , penicillatus , Rodent 
 DM , 42 , Dipodomys , merriami , Rodent 
 PP , 16 , Chaetodipus , penicillatus , Rodent 
 RM , 10 , Reithrodontomys , megalotis , Rodent 
 OL , 23 , Onychomys , leucogaster , Rodent 
 DO , 52 , Dipodomys , ordii , Rodent 
 PP , 16 , Chaetodipus , penicillatus , Rodent 
 PF , 6 , Perognathus , flavus , Rodent 
 DM , 35 , Dipodomys , merriami , Rodent 
 NA , 173 , Neotoma , albigula , Rodent 
 PF , 9 , Perognathus , flavus , Rodent 
 RM , 14 , Reithrodontomys , megalotis , Rodent 
 DM , 58 , Dipodomys , merriami , Rodent 
 PP , 17 , Chaetodipus , penicillatus , Rodent 
 PP , 17 , Chaetodipus , penicillatus , Rodent 
 PF , 7 , Perognathus , flavus , Rodent 
 PP , 22 , Chaetodipus , penicillatus , Rodent 
 DM , 49 , Dipodomys , merriami , Rodent 
 DS , 114 , Dipodomys , spectabilis , Rodent 
 DM , 58 , Dipodomys , merriami , Rodent 
 PE , 26 , Peromyscus , eremicus , Rodent 
 PP , 14 , Chaetodipus , penicillatus , Rodent 
 RM , 11 , Reithrodontomys , megalotis , Rodent 
 DM , 55 , Dipodomys , merriami , Rodent 
 OL , 35 , Onychomys , leucogaster , Rodent 
 PP , 17 , Chaetodipus , penicillatus , Rodent 
 NA , 114 , Neotoma , albigula , Rodent 
 PP , 18 , Chaetodipus , penicillatus , Rodent 
 DM , 52 , Dipodomys , merriami , Rodent 
 PF , 10 , Perognathus , flavus , Rodent 
 PF , 8 , Perognathus , flavus , Rodent 
 DO , 55 , Dipodomys , ordii , Rodent 
 OL , 24 , Onychomys , leucogaster , Rodent 
 RM , 11 , Reithrodontomys , megalotis , Rodent 
 DM , 47 , Dipodomys , merriami , Rodent 
 PP , 18 , Chaetodipus , penicillatus , Rodent 
 DM , 49 , Dipodomys , merriami , Rodent 
 DO , 67 , Dipodomys , ordii , Rodent 
 PP , 17 , Chaetodipus , penicillatus , Rodent 
 DM , 50 , Dipodomys , merriami , Rodent 
 RM , 15 , Reithrodontomys , megalotis , Rodent 
 PE , 17 , Peromyscus , eremicus , Rodent 
 PF , 8 , Perognathus , flavus , Rodent 
 OL , 32 , Onychomys , leucogaster , Rodent 
 PP , 17 , Chaetodipus , penicillatus , Rodent 
 PP , 22 , Chaetodipus , penicillatus , Rodent 
 RM , 14 , Reithrodontomys , megalotis , Rodent 
 RM , 12 , Reithrodontomys , megalotis , Rodent 
 OT , 24 , Onychomys , torridus , Rodent 
 SO , 72 , Sigmodon , ochrognathus , Rodent 
 DM , 40 , Dipodomys , merriami , Rodent 
 RM , 11 , Reithrodontomys , megalotis , Rodent 
 DS , 120 , Dipodomys , spectabilis , Rodent 
 OL , 26 , Onychomys , leucogaster , Rodent 
 PP , 17 , Chaetodipus , penicillatus , Rodent 
 OL , 24 , Onychomys , leucogaster , Rodent 
 PP , 17 , Chaetodipus , penicillatus , Rodent 
 DM , 44 , Dipodomys , merriami , Rodent 
 PF , 8 , Perognathus , flavus , Rodent 
 PP , 16 , Chaetodipus , penicillatus , Rodent 
 DM , 51 , Dipodomys , merriami , Rodent 
 DM , 44 , Dipodomys , merriami , Rodent 
 PI , 18 , Chaetodipus , intermedius , Rodent 
 DM , 44 , Dipodomys , merriami , Rodent 
 DM , 37 , Dipodomys , merriami , Rodent 
 DM , 42 , Dipodomys , merriami , Rodent 
 DM , 45 , Dipodomys , merriami , Rodent 
 DM , 44 , Dipodomys , merriami , Rodent 
 PP , 17 , Chaetodipus , penicillatus , Rodent 
 RM , 6 , Reithrodontomys , megalotis , Rodent 
 RM , 12 , Reithrodontomys , megalotis , Rodent 
 DM , 38 , Dipodomys , merriami , Rodent 
 OL , 30 , Onychomys , leucogaster , Rodent 
 DM , 46 , Dipodomys , merriami , Rodent 
 DM , 40 , Dipodomys , merriami , Rodent 
 DO , 39 , Dipodomys , ordii , Rodent 
 PP , 16 , Chaetodipus , penicillatus , Rodent 
 PP , 14 , Chaetodipus , penicillatus , Rodent 
 DM , 40 , Dipodomys , merriami , Rodent 
 RM , 11 , Reithrodontomys , megalotis , Rodent 
 PF , 9 , Perognathus , flavus , Rodent 
 RM , 13 , Reithrodontomys , megalotis , Rodent 
 SO , 44 , Sigmodon , ochrognathus , Rodent 
 PF , 8 , Perognathus , flavus , Rodent 
 DM , 44 , Dipodomys , merriami , Rodent 
 NA , 158 , Neotoma , albigula , Rodent 
 PF , 9 , Perognathus , flavus , Rodent 
 PF , 8 , Perognathus , flavus , Rodent 
 RM , 8 , Reithrodontomys , megalotis , Rodent 
 OT , 25 , Onychomys , torridus , Rodent 
 PF , 6 , Perognathus , flavus , Rodent 
 DM , 40 , Dipodomys , merriami , Rodent 
 OL , 31 , Onychomys , leucogaster , Rodent 
 RM , 11 , Reithrodontomys , megalotis , Rodent 
 DM , 43 , Dipodomys , merriami , Rodent 
 PF , 10 , Perognathus , flavus , Rodent 
 PF , 7 , Perognathus , flavus , Rodent 
 DO , 55 , Dipodomys , ordii , Rodent 
 OT , 22 , Onychomys , torridus , Rodent 
 PF , 8 , Perognathus , flavus , Rodent 
 DO , 60 , Dipodomys , ordii , Rodent 
 RM , 15 , Reithrodontomys , megalotis , Rodent 
 OL , 21 , Onychomys , leucogaster , Rodent 
 DM , 48 , Dipodomys , merriami , Rodent 
 DM , 39 , Dipodomys , merriami , Rodent 
 OT , 23 , Onychomys , torridus , Rodent 
 DM , 44 , Dipodomys , merriami , Rodent 
 RM , 12 , Reithrodontomys , megalotis , Rodent 
 NA , 135 , Neotoma , albigula , Rodent 
 PF , 9 , Perognathus , flavus , Rodent 
 DO , 43 , Dipodomys , ordii , Rodent 
 DM , 38 , Dipodomys , merriami , Rodent 
 DM , 40 , Dipodomys , merriami , Rodent 
 DM , 37 , Dipodomys , merriami , Rodent 
 PF , 8 , Perognathus , flavus , Rodent 
 DM , 40 , Dipodomys , merriami , Rodent 
 OL , 23 , Onychomys , leucogaster , Rodent 
 RM , 10 , Reithrodontomys , megalotis , Rodent 
 PP , 18 , Chaetodipus , penicillatus , Rodent 
 RM , 12 , Reithrodontomys , megalotis , Rodent 
 OL , 18 , Onychomys , leucogaster , Rodent 
 OL , 23 , Onychomys , leucogaster , Rodent 
 DS , 120 , Dipodomys , spectabilis , Rodent 
 DM , 47 , Dipodomys , merriami , Rodent 
 RM , 13 , Reithrodontomys , megalotis , Rodent 
 DO , 24 , Dipodomys , ordii , Rodent 
 DM , 47 , Dipodomys , merriami , Rodent 
 RM , 11 , Reithrodontomys , megalotis , Rodent 
 DM , 39 , Dipodomys , merriami , Rodent 
 DM , 38 , Dipodomys , merriami , Rodent 
 DM , 43 , Dipodomys , merriami , Rodent 
 DM , 41 , Dipodomys , merriami , Rodent 
 DM , 39 , Dipodomys , merriami , Rodent 
 RM , 11 , Reithrodontomys , megalotis , Rodent 
 PF , 6 , Perognathus , flavus , Rodent 
 RM , 8 , Reithrodontomys , megalotis , Rodent 
 DM , 50 , Dipodomys , merriami , Rodent 
 PF , 6 , Perognathus , flavus , Rodent 
 DM , 42 , Dipodomys , merriami , Rodent 
 DM , 44 , Dipodomys , merriami , Rodent 
 PF , 8 , Perognathus , flavus , Rodent 
 PF , 6 , Perognathus , flavus , Rodent 
 PP , 16 , Chaetodipus , penicillatus , Rodent 
 PP , 15 , Chaetodipus , penicillatus , Rodent 
 DM , 49 , Dipodomys , merriami , Rodent 
 DM , 41 , Dipodomys , merriami , Rodent 
 OL , 24 , Onychomys , leucogaster , Rodent 
 RM , 14 , Reithrodontomys , megalotis , Rodent 
 DM , 39 , Dipodomys , merriami , Rodent 
 DM , 40 , Dipodomys , merriami , Rodent 
 OL , 16 , Onychomys , leucogaster , Rodent 
 RM , 10 , Reithrodontomys , megalotis , Rodent 
 DM , 45 , Dipodomys , merriami , Rodent 
 DM , 46 , Dipodomys , merriami , Rodent 
 DM , 41 , Dipodomys , merriami , Rodent 
 OT , 25 , Onychomys , torridus , Rodent 
 DM , 39 , Dipodomys , merriami , Rodent 
 RM , 10 , Reithrodontomys , megalotis , Rodent 
 RM , 10 , Reithrodontomys , megalotis , Rodent 
 DM , 51 , Dipodomys , merriami , Rodent 
 RM , 11 , Reithrodontomys , megalotis , Rodent 
 RM , 10 , Reithrodontomys , megalotis , Rodent 
 NA , 167 , Neotoma , albigula , Rodent 
 DM , 55 , Dipodomys , merriami , Rodent 
 PF , 7 , Perognathus , flavus , Rodent 
 DO , 55 , Dipodomys , ordii , Rodent 
 RM , 11 , Reithrodontomys , megalotis , Rodent 
 RM , 10 , Reithrodontomys , megalotis , Rodent 
 OL , 25 , Onychomys , leucogaster , Rodent 
 DS , 117 , Dipodomys , spectabilis , Rodent 
 PP , 19 , Chaetodipus , penicillatus , Rodent 
 DM , 45 , Dipodomys , merriami , Rodent 
 DM , 44 , Dipodomys , merriami , Rodent 
 DM , 44 , Dipodomys , merriami , Rodent 
 DM , 35 , Dipodomys , merriami , Rodent 
 RM , 12 , Reithrodontomys , megalotis , Rodent 
 RM , 11 , Reithrodontomys , megalotis , Rodent 
 RM , 7 , Reithrodontomys , megalotis , Rodent 
 RM , 9 , Reithrodontomys , megalotis , Rodent 
 OL , 21 , Onychomys , leucogaster , Rodent 
 DM , 45 , Dipodomys , merriami , Rodent 
 DM , 44 , Dipodomys , merriami , Rodent 
 DM , 42 , Dipodomys , merriami , Rodent 
 RM , 11 , Reithrodontomys , megalotis , Rodent 
 DM , 50 , Dipodomys , merriami , Rodent 
 DM , 42 , Dipodomys , merriami , Rodent 
 DS , 125 , Dipodomys , spectabilis , Rodent 
 DM , 43 , Dipodomys , merriami , Rodent 
 DM , 43 , Dipodomys , merriami , Rodent 
 RM , 17 , Reithrodontomys , megalotis , Rodent 
 RM , 12 , Reithrodontomys , megalotis , Rodent 
 SF , 49 , Sigmodon , fulviventer , Rodent 
 DM , 44 , Dipodomys , merriami , Rodent 
 DM , 41 , Dipodomys , merriami , Rodent 
 DM , 43 , Dipodomys , merriami , Rodent 
 DM , 43 , Dipodomys , merriami , Rodent 
 DM , 39 , Dipodomys , merriami , Rodent 
 RM , 11 , Reithrodontomys , megalotis , Rodent 
 DM , 40 , Dipodomys , merriami , Rodent 
 PF , 9 , Perognathus , flavus , Rodent 
 PF , 9 , Perognathus , flavus , Rodent 
 RM , 11 , Reithrodontomys , megalotis , Rodent 
 RM , 8 , Reithrodontomys , megalotis , Rodent 
 RM , 9 , Reithrodontomys , megalotis , Rodent 
 NA , 170 , Neotoma , albigula , Rodent 
 DM , 53 , Dipodomys , merriami , Rodent 
 PE , 22 , Peromyscus , eremicus , Rodent 
 NA , 233 , Neotoma , albigula , Rodent 
 RM , 12 , Reithrodontomys , megalotis , Rodent 
 DM , 46 , Dipodomys , merriami , Rodent 
 RM , 11 , Reithrodontomys , megalotis , Rodent 
 RM , 9 , Reithrodontomys , megalotis , Rodent 
 RM , 9 , Reithrodontomys , megalotis , Rodent 
 DM , 38 , Dipodomys , merriami , Rodent 
 DO , 53 , Dipodomys , ordii , Rodent 
 RM , 11 , Reithrodontomys , megalotis , Rodent 
 OL , 22 , Onychomys , leucogaster , Rodent 
 PF , 8 , Perognathus , flavus , Rodent 
 DM , 40 , Dipodomys , merriami , Rodent 
 RM , 10 , Reithrodontomys , megalotis , Rodent 
 DM , 54 , Dipodomys , merriami , Rodent 
 RM , 11 , Reithrodontomys , megalotis , Rodent 
 DM , 48 , Dipodomys , merriami , Rodent 
 RM , 12 , Reithrodontomys , megalotis , Rodent 
 OL , 28 , Onychomys , leucogaster , Rodent 
 PE , 23 , Peromyscus , eremicus , Rodent 
 DM , 48 , Dipodomys , merriami , Rodent 
 DS , 127 , Dipodomys , spectabilis , Rodent 
 DM , 47 , Dipodomys , merriami , Rodent 
 OL , 24 , Onychomys , leucogaster , Rodent 
 DO , 44 , Dipodomys , ordii , Rodent 
 DO , 57 , Dipodomys , ordii , Rodent 
 DM , 36 , Dipodomys , merriami , Rodent 
 OT , 24 , Onychomys , torridus , Rodent 
 RM , 11 , Reithrodontomys , megalotis , Rodent 
 DS , 129 , Dipodomys , spectabilis , Rodent 
 DM , 41 , Dipodomys , merriami , Rodent 
 DM , 44 , Dipodomys , merriami , Rodent 
 DM , 46 , Dipodomys , merriami , Rodent 
 RM , 9 , Reithrodontomys , megalotis , Rodent 
 DM , 44 , Dipodomys , merriami , Rodent 
 DM , 42 , Dipodomys , merriami , Rodent 
 RM , 9 , Reithrodontomys , megalotis , Rodent 
 DM , 46 , Dipodomys , merriami , Rodent 
 DM , 46 , Dipodomys , merriami , Rodent 
 RM , 9 , Reithrodontomys , megalotis , Rodent 
 PF , 9 , Perognathus , flavus , Rodent 
 RM , 10 , Reithrodontomys , megalotis , Rodent 
 DM , 51 , Dipodomys , merriami , Rodent 
 RM , 11 , Reithrodontomys , megalotis , Rodent 
 PF , 8 , Perognathus , flavus , Rodent 
 RM , 11 , Reithrodontomys , megalotis , Rodent 
 RM , 9 , Reithrodontomys , megalotis , Rodent 
 PP , 17 , Chaetodipus , penicillatus , Rodent 
 OL , 24 , Onychomys , leucogaster , Rodent 
 RM , 12 , Reithrodontomys , megalotis , Rodent 
 RM , 13 , Reithrodontomys , megalotis , Rodent 
 DM , 39 , Dipodomys , merriami , Rodent 
 DM , 50 , Dipodomys , merriami , Rodent 
 RM , 11 , Reithrodontomys , megalotis , Rodent 
 OL , 27 , Onychomys , leucogaster , Rodent 
 RM , 11 , Reithrodontomys , megalotis , Rodent 
 PP , 16 , Chaetodipus , penicillatus , Rodent 
 OL , 26 , Onychomys , leucogaster , Rodent 
 DM , 46 , Dipodomys , merriami , Rodent 
 PF , 7 , Perognathus , flavus , Rodent 
 RM , 10 , Reithrodontomys , megalotis , Rodent 
 RM , 10 , Reithrodontomys , megalotis , Rodent 
 RM , 10 , Reithrodontomys , megalotis , Rodent 
 DM , 40 , Dipodomys , merriami , Rodent 
 DM , 51 , Dipodomys , merriami , Rodent 
 RM , 12 , Reithrodontomys , megalotis , Rodent 
 DM , 51 , Dipodomys , merriami , Rodent 
 DO , 50 , Dipodomys , ordii , Rodent 
 DO , 47 , Dipodomys , ordii , Rodent 
 RM , 12 , Reithrodontomys , megalotis , Rodent 
 PF , 8 , Perognathus , flavus , Rodent 
 RM , 10 , Reithrodontomys , megalotis , Rodent 
 DM , 46 , Dipodomys , merriami , Rodent 
 DM , 47 , Dipodomys , merriami , Rodent 
 RM , 10 , Reithrodontomys , megalotis , Rodent 
 DS , 120 , Dipodomys , spectabilis , Rodent 
 OL , 24 , Onychomys , leucogaster , Rodent 
 RM , 12 , Reithrodontomys , megalotis , Rodent 
 DM , 46 , Dipodomys , merriami , Rodent 
 DM , 41 , Dipodomys , merriami , Rodent 
 DM , 42 , Dipodomys , merriami , Rodent 
 RM , 12 , Reithrodontomys , megalotis , Rodent 
 DM , 50 , Dipodomys , merriami , Rodent 
 RM , 10 , Reithrodontomys , megalotis , Rodent 
 OT , 25 , Onychomys , torridus , Rodent 
 RM , 13 , Reithrodontomys , megalotis , Rodent 
 DM , 47 , Dipodomys , merriami , Rodent 
 OT , 25 , Onychomys , torridus , Rodent 
 RM , 12 , Reithrodontomys , megalotis , Rodent 
 SF , 61 , Sigmodon , fulviventer , Rodent 
 RM , 10 , Reithrodontomys , megalotis , Rodent 
 DM , 45 , Dipodomys , merriami , Rodent 
 RM , 10 , Reithrodontomys , megalotis , Rodent 
 RM , 10 , Reithrodontomys , megalotis , Rodent 
 DM , 47 , Dipodomys , merriami , Rodent 
 DM , 44 , Dipodomys , merriami , Rodent 
 PE , 13 , Peromyscus , eremicus , Rodent 
 DM , 42 , Dipodomys , merriami , Rodent 
 RM , 9 , Reithrodontomys , megalotis , Rodent 
 DM , 47 , Dipodomys , merriami , Rodent 
 PP , 15 , Chaetodipus , penicillatus , Rodent 
 DM , 44 , Dipodomys , merriami , Rodent 
 DM , 50 , Dipodomys , merriami , Rodent 
 DM , 51 , Dipodomys , merriami , Rodent 
 PF , 8 , Perognathus , flavus , Rodent 
 PP , 20 , Chaetodipus , penicillatus , Rodent 
 DO , 57 , Dipodomys , ordii , Rodent 
 DM , 51 , Dipodomys , merriami , Rodent 
 PF , 10 , Perognathus , flavus , Rodent 
 PF , 11 , Perognathus , flavus , Rodent 
 DM , 52 , Dipodomys , merriami , Rodent 
 DM , 44 , Dipodomys , merriami , Rodent 
 PP , 22 , Chaetodipus , penicillatus , Rodent 
 DM , 47 , Dipodomys , merriami , Rodent 
 DS , 130 , Dipodomys , spectabilis , Rodent 
 DM , 51 , Dipodomys , merriami , Rodent 
 DM , 47 , Dipodomys , merriami , Rodent 
 PF , 10 , Perognathus , flavus , Rodent 
 RM , 10 , Reithrodontomys , megalotis , Rodent 
 PF , 9 , Perognathus , flavus , Rodent 
 DM , 42 , Dipodomys , merriami , Rodent 
 DO , 52 , Dipodomys , ordii , Rodent 
 DM , 44 , Dipodomys , merriami , Rodent 
 RM , 15 , Reithrodontomys , megalotis , Rodent 
 RM , 12 , Reithrodontomys , megalotis , Rodent 
 OT , 26 , Onychomys , torridus , Rodent 
 OT , 26 , Onychomys , torridus , Rodent 
 DM , 58 , Dipodomys , merriami , Rodent 
 DM , 34 , Dipodomys , merriami , Rodent 
 DM , 40 , Dipodomys , merriami , Rodent 
 PP , 19 , Chaetodipus , penicillatus , Rodent 
 PF , 9 , Perognathus , flavus , Rodent 
 DM , 50 , Dipodomys , merriami , Rodent 
 DM , 45 , Dipodomys , merriami , Rodent 
 PP , 21 , Chaetodipus , penicillatus , Rodent 
 OL , 27 , Onychomys , leucogaster , Rodent 
 RM , 11 , Reithrodontomys , megalotis , Rodent 
 RM , 12 , Reithrodontomys , megalotis , Rodent 
 NA , 86 , Neotoma , albigula , Rodent 
 RM , 10 , Reithrodontomys , megalotis , Rodent 
 RM , 12 , Reithrodontomys , megalotis , Rodent 
 NA , 93 , Neotoma , albigula , Rodent 
 DM , 53 , Dipodomys , merriami , Rodent 
 DS , 126 , Dipodomys , spectabilis , Rodent 
 OT , 27 , Onychomys , torridus , Rodent 
 PF , 9 , Perognathus , flavus , Rodent 
 RM , 15 , Reithrodontomys , megalotis , Rodent 
 DM , 44 , Dipodomys , merriami , Rodent 
 DM , 47 , Dipodomys , merriami , Rodent 
 DM , 43 , Dipodomys , merriami , Rodent 
 DM , 48 , Dipodomys , merriami , Rodent 
 DM , 45 , Dipodomys , merriami , Rodent 
 DM , 48 , Dipodomys , merriami , Rodent 
 DM , 25 , Dipodomys , merriami , Rodent 
 DM , 48 , Dipodomys , merriami , Rodent 
 DM , 42 , Dipodomys , merriami , Rodent 
 DM , 56 , Dipodomys , merriami , Rodent 
 DM , 43 , Dipodomys , merriami , Rodent 
 DM , 47 , Dipodomys , merriami , Rodent 
 DM , 43 , Dipodomys , merriami , Rodent 
 DM , 45 , Dipodomys , merriami , Rodent 
 OL , 31 , Onychomys , leucogaster , Rodent 
 RM , 12 , Reithrodontomys , megalotis , Rodent 
 DM , 45 , Dipodomys , merriami , Rodent 
 OL , 35 , Onychomys , leucogaster , Rodent 
 DM , 23 , Dipodomys , merriami , Rodent 
 DM , 48 , Dipodomys , merriami , Rodent 
 DM , 49 , Dipodomys , merriami , Rodent 
 DM , 49 , Dipodomys , merriami , Rodent 
 DO , 54 , Dipodomys , ordii , Rodent 
 PP , 16 , Chaetodipus , penicillatus , Rodent 
 PP , 20 , Chaetodipus , penicillatus , Rodent 
 PF , 9 , Perognathus , flavus , Rodent 
 PP , 20 , Chaetodipus , penicillatus , Rodent 
 PP , 19 , Chaetodipus , penicillatus , Rodent 
 PE , 24 , Peromyscus , eremicus , Rodent 
 PF , 9 , Perognathus , flavus , Rodent 
 PF , 9 , Perognathus , flavus , Rodent 
 PP , 21 , Chaetodipus , penicillatus , Rodent 
 RM , 12 , Reithrodontomys , megalotis , Rodent 
 RM , 16 , Reithrodontomys , megalotis , Rodent 
 PP , 21 , Chaetodipus , penicillatus , Rodent 
 PP , 17 , Chaetodipus , penicillatus , Rodent 
 PF , 7 , Perognathus , flavus , Rodent 
 DM , 52 , Dipodomys , merriami , Rodent 
 DM , 44 , Dipodomys , merriami , Rodent 
 PP , 19 , Chaetodipus , penicillatus , Rodent 
 PP , 19 , Chaetodipus , penicillatus , Rodent 
 PP , 15 , Chaetodipus , penicillatus , Rodent 
 PP , 19 , Chaetodipus , penicillatus , Rodent 
 PP , 19 , Chaetodipus , penicillatus , Rodent 
 PP , 21 , Chaetodipus , penicillatus , Rodent 
 PP , 19 , Chaetodipus , penicillatus , Rodent 
 DS , 112 , Dipodomys , spectabilis , Rodent 
 DS , 84 , Dipodomys , spectabilis , Rodent 
 NA , 90 , Neotoma , albigula , Rodent 
 NA , 106 , Neotoma , albigula , Rodent 
 NA , 83 , Neotoma , albigula , Rodent 
 PP , 23 , Chaetodipus , penicillatus , Rodent 
 RM , 15 , Reithrodontomys , megalotis , Rodent 
 OL , 28 , Onychomys , leucogaster , Rodent 
 PP , 16 , Chaetodipus , penicillatus , Rodent 
 DO , 64 , Dipodomys , ordii , Rodent 
 DM , 50 , Dipodomys , merriami , Rodent 
 PP , 16 , Chaetodipus , penicillatus , Rodent 
 DM , 33 , Dipodomys , merriami , Rodent 
 SO , 48 , Sigmodon , ochrognathus , Rodent 
 PP , 20 , Chaetodipus , penicillatus , Rodent 
 PP , 18 , Chaetodipus , penicillatus , Rodent 
 DM , 46 , Dipodomys , merriami , Rodent 
 DM , 58 , Dipodomys , merriami , Rodent 
 DM , 54 , Dipodomys , merriami , Rodent 
 PP , 20 , Chaetodipus , penicillatus , Rodent 
 RM , 11 , Reithrodontomys , megalotis , Rodent 
 DM , 51 , Dipodomys , merriami , Rodent 
 DM , 36 , Dipodomys , merriami , Rodent 
 DM , 49 , Dipodomys , merriami , Rodent 
 RM , 12 , Reithrodontomys , megalotis , Rodent 
 DM , 35 , Dipodomys , merriami , Rodent 
 DM , 52 , Dipodomys , merriami , Rodent 
 OL , 37 , Onychomys , leucogaster , Rodent 
 DM , 47 , Dipodomys , merriami , Rodent 
 DM , 39 , Dipodomys , merriami , Rodent 
 PP , 20 , Chaetodipus , penicillatus , Rodent 
 OT , 21 , Onychomys , torridus , Rodent 
 DO , 50 , Dipodomys , ordii , Rodent 
 DM , 52 , Dipodomys , merriami , Rodent 
 OL , 24 , Onychomys , leucogaster , Rodent 
 DS , 66 , Dipodomys , spectabilis , Rodent 
 OT , 17 , Onychomys , torridus , Rodent 
 PP , 21 , Chaetodipus , penicillatus , Rodent 
 DS , 112 , Dipodomys , spectabilis , Rodent 
 DM , 27 , Dipodomys , merriami , Rodent 
 DS , 70 , Dipodomys , spectabilis , Rodent 
 PF , 9 , Perognathus , flavus , Rodent 
 PP , 26 , Chaetodipus , penicillatus , Rodent 
 DM , 53 , Dipodomys , merriami , Rodent 
 PF , 7 , Perognathus , flavus , Rodent 
 DM , 55 , Dipodomys , merriami , Rodent 
 DM , 47 , Dipodomys , merriami , Rodent 
 PE , 23 , Peromyscus , eremicus , Rodent 
 PP , 21 , Chaetodipus , penicillatus , Rodent 
 PP , 19 , Chaetodipus , penicillatus , Rodent 
 DO , 43 , Dipodomys , ordii , Rodent 
 DM , 47 , Dipodomys , merriami , Rodent 
 NA , 62 , Neotoma , albigula , Rodent 
 OT , 27 , Onychomys , torridus , Rodent 
 PP , 22 , Chaetodipus , penicillatus , Rodent 
 OL , 38 , Onychomys , leucogaster , Rodent 
 SO , 76 , Sigmodon , ochrognathus , Rodent 
 DO , 49 , Dipodomys , ordii , Rodent 
 DM , 44 , Dipodomys , merriami , Rodent 
 OL , 31 , Onychomys , leucogaster , Rodent 
 DM , 47 , Dipodomys , merriami , Rodent 
 DM , 45 , Dipodomys , merriami , Rodent 
 DO , 34 , Dipodomys , ordii , Rodent 
 PP , 19 , Chaetodipus , penicillatus , Rodent 
 OT , 27 , Onychomys , torridus , Rodent 
 DM , 41 , Dipodomys , merriami , Rodent 
 DM , 22 , Dipodomys , merriami , Rodent 
 DM , 29 , Dipodomys , merriami , Rodent 
 RM , 9 , Reithrodontomys , megalotis , Rodent 
 RM , 12 , Reithrodontomys , megalotis , Rodent 
 DM , 26 , Dipodomys , merriami , Rodent 
 DM , 44 , Dipodomys , merriami , Rodent 
